Image,Class,Path,split
Image1223,1,..\Images\Image1223.jpg,0.6337768809320985
Image1224,1,..\Images\Image1224.jpg,0.41379909745149823
Image1225,1,..\Images\Image1225.jpg,-0.1852876588777083
Image1227,0,..\Images\Image1227.jpg,0.0438114719791096
Image1229,0,..\Images\Image1229.jpg,0.9638791167949097
Image1230,1,..\Images\Image1230.jpg,2.2105230015913513
Image1231,1,..\Images\Image1231.jpg,-0.5574917850078336
Image1232,1,..\Images\Image1232.jpg,-1.3698029795790778
Image1233,0,..\Images\Image1233.jpg,-0.08828204835125482
Image1234,0,..\Images\Image1234.jpg,2.5797093376543185
Image1235,0,..\Images\Image1235.jpg,-0.8036745679697308
Image1236,0,..\Images\Image1236.jpg,1.6391168054440675
Image1237,0,..\Images\Image1237.jpg,1.6777008140764407
Image1238,0,..\Images\Image1238.jpg,-0.5535882417079946
Image1239,0,..\Images\Image1239.jpg,0.5689830791852754
Image1240,0,..\Images\Image1240.jpg,1.628396623128538
Image1242,0,..\Images\Image1242.jpg,-0.20358036010236177
Image1243,0,..\Images\Image1243.jpg,-0.5816809139486437
Image1245,0,..\Images\Image1245.jpg,-0.6492775450660071
Image1246,0,..\Images\Image1246.jpg,-1.2239402667622565
Image1247,1,..\Images\Image1247.jpg,0.03408346825922607
Image1248,0,..\Images\Image1248.jpg,-0.7699732310586418
Image1252,1,..\Images\Image1252.jpg,0.8335289616089246
Image1253,0,..\Images\Image1253.jpg,-1.9937356425714554
Image1254,0,..\Images\Image1254.jpg,0.37405656984757213
Image1255,1,..\Images\Image1255.jpg,1.2276689924732922
Image1256,1,..\Images\Image1256.jpg,-1.2096410186912054
Image1257,1,..\Images\Image1257.jpg,1.6725723868377034
Image1258,0,..\Images\Image1258.jpg,0.4190190093660452
Image1259,1,..\Images\Image1259.jpg,-0.7050118557584089
Image1262,1,..\Images\Image1262.jpg,0.0760053914124115
Image1263,1,..\Images\Image1263.jpg,0.5387559924463692
Image1264,0,..\Images\Image1264.jpg,-0.9206735930793662
Image1266,0,..\Images\Image1266.jpg,-1.4137144969049802
Image1267,0,..\Images\Image1267.jpg,-0.11122606134870032
Image1268,0,..\Images\Image1268.jpg,-0.9039076414647897
Image1269,0,..\Images\Image1269.jpg,-0.7355299425897666
Image1270,1,..\Images\Image1270.jpg,1.2360931752104374
Image1271,0,..\Images\Image1271.jpg,1.091310120594269
Image1272,0,..\Images\Image1272.jpg,0.609138120907177
Image1273,0,..\Images\Image1273.jpg,-1.092312764672579
Image1274,0,..\Images\Image1274.jpg,-0.3164084496948019
Image1275,1,..\Images\Image1275.jpg,1.2130976999791834
Image1277,1,..\Images\Image1277.jpg,2.319329539981694
Image1279,1,..\Images\Image1279.jpg,0.1920491164900316
Image1280,1,..\Images\Image1280.jpg,-0.3091164642025014
Image1281,1,..\Images\Image1281.jpg,0.1335409047822823
Image1282,1,..\Images\Image1282.jpg,-0.1524698363805439
Image1283,0,..\Images\Image1283.jpg,0.7081086766885905
Image1284,0,..\Images\Image1284.jpg,0.9567023167945841
Image1285,0,..\Images\Image1285.jpg,-0.7859894605079495
Image1286,0,..\Images\Image1286.jpg,-1.331232953557778
Image1289,0,..\Images\Image1289.jpg,-1.1033666061738736
Image1291,0,..\Images\Image1291.jpg,0.3885786045309641
Image1292,0,..\Images\Image1292.jpg,2.4929995174327906
Image1294,0,..\Images\Image1294.jpg,0.8384907744516419
Image1295,0,..\Images\Image1295.jpg,0.08182935854756501
Image1296,0,..\Images\Image1296.jpg,-0.09888965319114267
Image1299,0,..\Images\Image1299.jpg,0.26739231407190295
Image1300,0,..\Images\Image1300.jpg,0.3216978061960136
Image1301,1,..\Images\Image1301.jpg,-0.6680904536430488
Image1302,1,..\Images\Image1302.jpg,0.9920423495365228
Image1303,1,..\Images\Image1303.jpg,-0.17495975669540864
Image1304,1,..\Images\Image1304.jpg,-0.7557451594928447
Image1305,1,..\Images\Image1305.jpg,0.5365098435704035
Image1306,0,..\Images\Image1306.jpg,-0.8984679817910373
Image1307,0,..\Images\Image1307.jpg,0.028181157369128247
Image1308,1,..\Images\Image1308.jpg,-0.009118996644203544
Image1310,1,..\Images\Image1310.jpg,0.4746982328799528
Image1311,1,..\Images\Image1311.jpg,-0.025026958745143917
Image1312,1,..\Images\Image1312.jpg,0.8177662992002871
Image1313,0,..\Images\Image1313.jpg,1.3902075490173134
Image1314,0,..\Images\Image1314.jpg,0.5578103063518622
Image1315,0,..\Images\Image1315.jpg,0.010352619843380607
Image1316,0,..\Images\Image1316.jpg,-1.3118362323501596
Image1317,0,..\Images\Image1317.jpg,-1.0651136630753726
Image1318,0,..\Images\Image1318.jpg,-0.30522470435466764
Image1319,0,..\Images\Image1319.jpg,-0.6095122021592831
Image1321,0,..\Images\Image1321.jpg,0.056649924897107164
Image1322,0,..\Images\Image1322.jpg,0.5296927543567308
Image1323,1,..\Images\Image1323.jpg,-0.07049877805909122
Image1324,0,..\Images\Image1324.jpg,0.4865016438262019
Image1325,0,..\Images\Image1325.jpg,0.06447441481012024
Image1326,0,..\Images\Image1326.jpg,-1.9754665663538713
Image1327,0,..\Images\Image1327.jpg,-0.9393353938187543
Image1328,0,..\Images\Image1328.jpg,-0.14408755572161547
Image1329,0,..\Images\Image1329.jpg,-1.2096947428411076
Image1330,0,..\Images\Image1330.jpg,0.5999287299962045
Image1331,0,..\Images\Image1331.jpg,1.5307508323436974
Image1332,0,..\Images\Image1332.jpg,1.2187618516973167
Image1333,0,..\Images\Image1333.jpg,-0.213442870930208
Image1334,0,..\Images\Image1334.jpg,1.490726136849952
Image1335,0,..\Images\Image1335.jpg,0.14866745720211155
Image1337,0,..\Images\Image1337.jpg,-0.6134026635409398
Image1339,0,..\Images\Image1339.jpg,-0.38817681854122876
Image1340,0,..\Images\Image1340.jpg,0.1704162223754877
Image1341,0,..\Images\Image1341.jpg,0.1605739810498646
Image1343,1,..\Images\Image1343.jpg,0.43693816974634986
Image1344,1,..\Images\Image1344.jpg,1.1906462747863413
Image1345,0,..\Images\Image1345.jpg,0.9495541354413237
Image1346,1,..\Images\Image1346.jpg,-1.4848979684499035
Image1347,1,..\Images\Image1347.jpg,-2.553921134901955
Image1350,0,..\Images\Image1350.jpg,-0.22476540189268354
Image1352,1,..\Images\Image1352.jpg,-1.8019804375800197
Image1353,1,..\Images\Image1353.jpg,0.541462728204788
Image1354,0,..\Images\Image1354.jpg,0.7591551603026468
Image1355,1,..\Images\Image1355.jpg,-0.5765104007267194
Image1357,1,..\Images\Image1357.jpg,-0.5462444482524828
Image1358,1,..\Images\Image1358.jpg,0.3918040054025465
Image1359,0,..\Images\Image1359.jpg,-1.4789115687741288
Image1360,0,..\Images\Image1360.jpg,0.18335991977915564
Image1361,0,..\Images\Image1361.jpg,-0.015309849172995557
Image1364,0,..\Images\Image1364.jpg,-0.9730689408815555
Image1365,0,..\Images\Image1365.jpg,1.1965715016644913
Image1366,0,..\Images\Image1366.jpg,-0.15852957302697002
Image1367,0,..\Images\Image1367.jpg,-0.02730453950993186
Image1368,1,..\Images\Image1368.jpg,-0.933267959073196
Image1369,0,..\Images\Image1369.jpg,-0.4432822511915103
Image1370,0,..\Images\Image1370.jpg,-0.8848027140269009
Image1371,0,..\Images\Image1371.jpg,-0.172946059923423
Image1372,0,..\Images\Image1372.jpg,1.7117084801423434
Image1373,0,..\Images\Image1373.jpg,-1.3719011429313563
Image1374,0,..\Images\Image1374.jpg,-1.6135613978767411
Image1375,0,..\Images\Image1375.jpg,1.4711703274936085
Image1377,0,..\Images\Image1377.jpg,-0.6690727386599166
Image1379,1,..\Images\Image1379.jpg,-0.6056155397368641
Image1380,1,..\Images\Image1380.jpg,1.8260097135469362
Image1381,1,..\Images\Image1381.jpg,0.6779258713392691
Image1383,1,..\Images\Image1383.jpg,2.1573082132655035
Image1384,1,..\Images\Image1384.jpg,-0.6057149230033384
Image1385,0,..\Images\Image1385.jpg,0.742095372009307
Image1386,0,..\Images\Image1386.jpg,0.2992925804064919
Image1387,0,..\Images\Image1387.jpg,1.301741289398798
Image1389,0,..\Images\Image1389.jpg,0.032004149065766624
Image1390,1,..\Images\Image1390.jpg,-0.7534178703461835
Image1391,0,..\Images\Image1391.jpg,0.4599721429391164
Image1392,1,..\Images\Image1392.jpg,-0.6777153697521061
Image1393,1,..\Images\Image1393.jpg,2.013387247526623
Image1394,0,..\Images\Image1394.jpg,0.13653533108273744
Image1395,0,..\Images\Image1395.jpg,-0.3653215513121087
Image1396,0,..\Images\Image1396.jpg,0.1846803058649084
Image1397,1,..\Images\Image1397.jpg,-1.3471262895296965
Image1399,0,..\Images\Image1399.jpg,1.2004139079444254
Image1400,1,..\Images\Image1400.jpg,-0.6568942789713957
Image1401,1,..\Images\Image1401.jpg,-1.0469109826819396
Image1402,1,..\Images\Image1402.jpg,0.5366527525272862
Image1403,0,..\Images\Image1403.jpg,1.185704154662997
Image1404,0,..\Images\Image1404.jpg,0.7189533106650667
Image1405,0,..\Images\Image1405.jpg,0.9960476858058164
Image1407,0,..\Images\Image1407.jpg,-1.4218106667418438
Image1408,0,..\Images\Image1408.jpg,1.5013336519554867
Image1409,0,..\Images\Image1409.jpg,-0.32267983884213575
Image1410,0,..\Images\Image1410.jpg,-0.25083301645504735
Image1411,0,..\Images\Image1411.jpg,1.328194141849058
Image1413,1,..\Images\Image1413.jpg,0.45588777208160763
Image1414,1,..\Images\Image1414.jpg,2.165002344901084
Image1415,0,..\Images\Image1415.jpg,-0.643518230380143
Image1416,0,..\Images\Image1416.jpg,0.9278401280812372
Image1417,0,..\Images\Image1417.jpg,0.0570131248970845
Image1418,0,..\Images\Image1418.jpg,0.26859227886325693
Image1419,1,..\Images\Image1419.jpg,1.5284684264125317
Image1420,0,..\Images\Image1420.jpg,0.5078357562896237
Image1421,0,..\Images\Image1421.jpg,0.538296079049633
Image1423,0,..\Images\Image1423.jpg,-0.3649527295428853
Image1425,0,..\Images\Image1425.jpg,-1.0448091940210336
Image1426,0,..\Images\Image1426.jpg,-1.9663565893760018
Image1427,0,..\Images\Image1427.jpg,2.056207129940322
Image1428,0,..\Images\Image1428.jpg,-1.1032083657216831
Image1429,0,..\Images\Image1429.jpg,-0.221253623585772
Image1430,0,..\Images\Image1430.jpg,-0.27681329988892067
Image1431,1,..\Images\Image1431.jpg,0.30740669780910074
Image1433,1,..\Images\Image1433.jpg,0.8604734883597454
Image1434,0,..\Images\Image1434.jpg,-0.5830774385689385
Image1435,0,..\Images\Image1435.jpg,-0.1671217137864115
Image1437,0,..\Images\Image1437.jpg,-0.24869112618354708
Image1438,1,..\Images\Image1438.jpg,1.6073455760199926
Image1439,1,..\Images\Image1439.jpg,0.49097495163825133
Image1440,1,..\Images\Image1440.jpg,0.7348777860498175
Image1442,1,..\Images\Image1442.jpg,1.173473857485325
Image1443,0,..\Images\Image1443.jpg,0.18102155870370695
Image1445,0,..\Images\Image1445.jpg,0.3996879517526416
Image1446,1,..\Images\Image1446.jpg,-0.651356893791829
Image1447,0,..\Images\Image1447.jpg,-0.5286166817497568
Image1448,0,..\Images\Image1448.jpg,0.5863640187550933
Image1449,0,..\Images\Image1449.jpg,1.2382830714336357
Image1450,1,..\Images\Image1450.jpg,0.02127157673606165
Image1451,1,..\Images\Image1451.jpg,0.3088330125989638
Image1452,0,..\Images\Image1452.jpg,1.702214944635238
Image1453,0,..\Images\Image1453.jpg,0.24075317948856828
Image1455,1,..\Images\Image1455.jpg,0.5655096456315442
Image1456,0,..\Images\Image1456.jpg,-1.7607627591558177
Image1457,0,..\Images\Image1457.jpg,0.7533416211045325
Image1458,1,..\Images\Image1458.jpg,0.38115838488277776
Image1459,1,..\Images\Image1459.jpg,1.2897527540827456
Image1460,1,..\Images\Image1460.jpg,0.6731813512699584
Image1461,1,..\Images\Image1461.jpg,-0.13845598398377382
Image1462,1,..\Images\Image1462.jpg,-1.2242982362893657
Image1463,1,..\Images\Image1463.jpg,-0.20902325728602528
Image1464,1,..\Images\Image1464.jpg,-0.8505204542093001
Image1465,0,..\Images\Image1465.jpg,-0.5805234498047227
Image1467,1,..\Images\Image1467.jpg,1.6699045043514062
Image1468,1,..\Images\Image1468.jpg,0.3946715298229811
Image1469,1,..\Images\Image1469.jpg,-1.1958830620351844
Image1471,0,..\Images\Image1471.jpg,1.196631486645651
Image1472,0,..\Images\Image1472.jpg,-0.6097829043193822
Image1473,1,..\Images\Image1473.jpg,-0.1340171666729177
Image1475,1,..\Images\Image1475.jpg,-0.78489831308224
Image1476,0,..\Images\Image1476.jpg,0.648280433843859
Image1480,0,..\Images\Image1480.jpg,-0.43745830032341043
Image1481,1,..\Images\Image1481.jpg,0.7223813578277714
Image1482,1,..\Images\Image1482.jpg,-0.372833152091767
Image1483,0,..\Images\Image1483.jpg,1.7269638512334051
Image1484,1,..\Images\Image1484.jpg,-0.39963618561460235
Image1485,0,..\Images\Image1485.jpg,0.22468472575188592
Image1486,0,..\Images\Image1486.jpg,0.9325908318730899
Image1487,1,..\Images\Image1487.jpg,-1.4183657329330317
Image1488,0,..\Images\Image1488.jpg,-1.7608088119807759
Image1489,1,..\Images\Image1489.jpg,-1.5256563145700948
Image1490,1,..\Images\Image1490.jpg,1.262584103427182
Image1491,0,..\Images\Image1491.jpg,-0.5518581458924467
Image1492,0,..\Images\Image1492.jpg,2.5581992856682523
Image1493,1,..\Images\Image1493.jpg,-0.5642475986573886
Image1494,1,..\Images\Image1494.jpg,0.18455130319703697
Image1495,1,..\Images\Image1495.jpg,1.5421099525678756
Image1496,0,..\Images\Image1496.jpg,2.006092888159123
Image1498,1,..\Images\Image1498.jpg,1.2083662305931424
Image1499,0,..\Images\Image1499.jpg,1.0240625258114624
Image1501,1,..\Images\Image1501.jpg,0.7783610761666377
Image1504,0,..\Images\Image1504.jpg,-0.0033744574109520514
Image1506,1,..\Images\Image1506.jpg,-0.4532280493272752
Image1507,0,..\Images\Image1507.jpg,0.6963874474567153
Image1508,0,..\Images\Image1508.jpg,0.9553052085705107
Image1509,0,..\Images\Image1509.jpg,0.08840688629184736
Image1511,0,..\Images\Image1511.jpg,-1.141689114133505
Image1512,0,..\Images\Image1512.jpg,-0.19365945927971812
Image1513,1,..\Images\Image1513.jpg,-0.7168223206028049
Image1514,0,..\Images\Image1514.jpg,-1.86653661707306
Image1515,0,..\Images\Image1515.jpg,-0.08268068584269925
Image1516,0,..\Images\Image1516.jpg,-0.12174750838328353
Image1518,0,..\Images\Image1518.jpg,0.6308116845547775
Image1520,0,..\Images\Image1520.jpg,1.8540925663341883
Image1521,0,..\Images\Image1521.jpg,1.221033695525353
Image1522,1,..\Images\Image1522.jpg,0.5820977034686158
Image1523,1,..\Images\Image1523.jpg,-0.22648409884983192
Image1524,0,..\Images\Image1524.jpg,-0.9594392367234797
Image1526,1,..\Images\Image1526.jpg,1.088748619704186
Image1528,0,..\Images\Image1528.jpg,1.543243528272189
Image1529,0,..\Images\Image1529.jpg,-0.4888494217862741
Image1530,0,..\Images\Image1530.jpg,-1.1196174332890112
Image1532,0,..\Images\Image1532.jpg,-1.7684393655628516
Image1535,0,..\Images\Image1535.jpg,-0.46603650186824225
Image1536,0,..\Images\Image1536.jpg,-1.5947030672667954
Image1537,0,..\Images\Image1537.jpg,0.5136001065697166
Image1538,0,..\Images\Image1538.jpg,-0.5327008396619114
Image1539,0,..\Images\Image1539.jpg,-1.169916835710288
Image1540,0,..\Images\Image1540.jpg,-2.8722622132816493
Image1541,0,..\Images\Image1541.jpg,-0.027514905050636255
Image1542,0,..\Images\Image1542.jpg,1.772251596669744
Image1543,0,..\Images\Image1543.jpg,1.66125921454787
Image1544,0,..\Images\Image1544.jpg,-0.45709625658627184
Image1545,1,..\Images\Image1545.jpg,-0.6022120603617805
Image1546,1,..\Images\Image1546.jpg,0.46877425607502377
Image1547,0,..\Images\Image1547.jpg,-0.9983854391882915
Image1549,1,..\Images\Image1549.jpg,0.7660802783846903
Image1550,1,..\Images\Image1550.jpg,1.2269332238843076
Image1551,1,..\Images\Image1551.jpg,-0.10015407647995278
Image1552,0,..\Images\Image1552.jpg,-0.20367375017696587
Image1553,1,..\Images\Image1553.jpg,-0.877982586756561
Image1555,1,..\Images\Image1555.jpg,-0.22647889190152676
Image1556,0,..\Images\Image1556.jpg,0.3673655068161781
Image1557,1,..\Images\Image1557.jpg,0.9135846262332494
Image1558,1,..\Images\Image1558.jpg,-0.8031789506803448
Image1559,1,..\Images\Image1559.jpg,1.4926885689595217
Image1560,0,..\Images\Image1560.jpg,-0.2711236010425688
Image1561,0,..\Images\Image1561.jpg,-0.021367294348436157
Image1562,1,..\Images\Image1562.jpg,-0.7472116791478234
Image1563,1,..\Images\Image1563.jpg,-2.4242402602729416
Image1564,1,..\Images\Image1564.jpg,0.8840453963610497
Image1566,0,..\Images\Image1566.jpg,-0.2813275571182134
Image1567,0,..\Images\Image1567.jpg,0.06699071722487192
Image1568,0,..\Images\Image1568.jpg,0.5159392177040995
Image1569,0,..\Images\Image1569.jpg,-1.5625458568865427
Image1570,0,..\Images\Image1570.jpg,-0.5290526773462948
Image1571,0,..\Images\Image1571.jpg,0.7942646796218271
Image1572,0,..\Images\Image1572.jpg,-1.2542894231692494
Image1573,0,..\Images\Image1573.jpg,0.2935579321666293
Image1574,0,..\Images\Image1574.jpg,-1.356581804623405
Image1575,0,..\Images\Image1575.jpg,0.46642998243352635
Image1576,0,..\Images\Image1576.jpg,-0.03564148229748357
Image1577,0,..\Images\Image1577.jpg,-1.6151318159055095
Image1578,1,..\Images\Image1578.jpg,1.1647393544571714
Image1579,1,..\Images\Image1579.jpg,-0.7345915767980492
Image1580,1,..\Images\Image1580.jpg,-0.810252437014381
Image1581,1,..\Images\Image1581.jpg,0.20056919723094285
Image1583,1,..\Images\Image1583.jpg,-1.015821818978397
Image1584,1,..\Images\Image1584.jpg,0.06167984984797165
Image1585,0,..\Images\Image1585.jpg,0.42881650033057295
Image1587,1,..\Images\Image1587.jpg,0.1764415552772252
Image1588,0,..\Images\Image1588.jpg,-0.3670278390833223
Image1589,0,..\Images\Image1589.jpg,-0.8275902206487197
Image1590,0,..\Images\Image1590.jpg,0.08614388304637476
Image1591,0,..\Images\Image1591.jpg,-1.072139011985607
Image1592,0,..\Images\Image1592.jpg,-2.9213504834946074
Image1595,0,..\Images\Image1595.jpg,-2.3629324355418384
Image1596,1,..\Images\Image1596.jpg,-1.0097307047099375
Image1598,1,..\Images\Image1598.jpg,2.0574954697116987
Image1599,1,..\Images\Image1599.jpg,0.020793707675407894
Image1600,1,..\Images\Image1600.jpg,-0.7280029412291344
Image1601,1,..\Images\Image1601.jpg,-0.18289644110484016
Image1602,0,..\Images\Image1602.jpg,1.3748764191481848
Image1603,1,..\Images\Image1603.jpg,-0.6459641791245353
Image1604,1,..\Images\Image1604.jpg,-0.7991920066502536
Image1605,0,..\Images\Image1605.jpg,-0.4827435221820324
Image1606,0,..\Images\Image1606.jpg,-0.9533286082587124
Image1607,0,..\Images\Image1607.jpg,0.12267031599479553
Image1609,1,..\Images\Image1609.jpg,0.3230792731160291
Image1610,1,..\Images\Image1610.jpg,-0.2523535021262876
Image1613,0,..\Images\Image1613.jpg,0.883109777147159
Image1614,0,..\Images\Image1614.jpg,-0.07783719701280203
Image1615,0,..\Images\Image1615.jpg,-0.18047991359062565
Image1619,0,..\Images\Image1619.jpg,-0.4263575962055433
Image1620,0,..\Images\Image1620.jpg,1.1484457091967548
Image1621,0,..\Images\Image1621.jpg,0.11327041053776446
Image1622,0,..\Images\Image1622.jpg,-1.4382779783173667
Image1623,0,..\Images\Image1623.jpg,0.9192289345752035
Image1624,0,..\Images\Image1624.jpg,-0.668144085538994
Image1625,0,..\Images\Image1625.jpg,1.8732977762175456
Image1626,0,..\Images\Image1626.jpg,1.0800480657146485
Image1627,0,..\Images\Image1627.jpg,-0.4473218956587512
Image1628,0,..\Images\Image1628.jpg,1.281016361735113
Image1629,0,..\Images\Image1629.jpg,0.0678555105274033
Image1630,1,..\Images\Image1630.jpg,0.8527736751222195
Image1631,1,..\Images\Image1631.jpg,0.48473281729447476
Image1632,0,..\Images\Image1632.jpg,-0.8463566549908735
Image1634,1,..\Images\Image1634.jpg,1.0299608175811612
Image1635,1,..\Images\Image1635.jpg,-0.33477533210654087
Image1636,0,..\Images\Image1636.jpg,-0.4036484632419967
Image1637,0,..\Images\Image1637.jpg,-0.955122579349353
Image1639,0,..\Images\Image1639.jpg,2.062524919243145
Image1641,0,..\Images\Image1641.jpg,0.02421945667275807
Image1643,0,..\Images\Image1643.jpg,-0.07964139124571515
Image1645,0,..\Images\Image1645.jpg,-1.0623935281468797
Image1646,0,..\Images\Image1646.jpg,0.4283070972076486
Image1647,0,..\Images\Image1647.jpg,-0.18714426500454878
Image1649,0,..\Images\Image1649.jpg,1.1873860515647512
Image1650,0,..\Images\Image1650.jpg,2.589563642018614
Image1652,1,..\Images\Image1652.jpg,0.32579631658216646
Image1653,0,..\Images\Image1653.jpg,0.19438430157733602
Image1654,0,..\Images\Image1654.jpg,-0.35316629281068834
Image1655,1,..\Images\Image1655.jpg,0.33848384346169114
Image1657,0,..\Images\Image1657.jpg,0.1684609762696143
Image1658,1,..\Images\Image1658.jpg,1.3175975356079597
Image1660,1,..\Images\Image1660.jpg,1.1398785611290454
Image1661,0,..\Images\Image1661.jpg,1.3171150673398653
Image1662,0,..\Images\Image1662.jpg,-0.11806852699107874
Image1663,1,..\Images\Image1663.jpg,-2.1218548990085946
Image1664,1,..\Images\Image1664.jpg,-0.6078219870944325
Image1666,1,..\Images\Image1666.jpg,-0.022868062298882122
Image1667,0,..\Images\Image1667.jpg,-0.9993022322949108
Image1668,1,..\Images\Image1668.jpg,-0.5047749212282174
Image1669,0,..\Images\Image1669.jpg,0.840620026504553
Image1672,1,..\Images\Image1672.jpg,-0.36682441181468756
Image1673,0,..\Images\Image1673.jpg,-0.3917581490438219
Image1674,0,..\Images\Image1674.jpg,-0.9224101844985025
Image1675,1,..\Images\Image1675.jpg,1.6153756894694418
Image1676,1,..\Images\Image1676.jpg,-0.3223204692113399
Image1677,1,..\Images\Image1677.jpg,1.2171585208254965
Image1678,0,..\Images\Image1678.jpg,1.5213160519224513
Image1679,0,..\Images\Image1679.jpg,0.9983108981479604
Image1680,0,..\Images\Image1680.jpg,-0.4316203127180484
Image1681,1,..\Images\Image1681.jpg,0.40373009033660945
Image1682,0,..\Images\Image1682.jpg,-0.024195606390916165
Image1683,0,..\Images\Image1683.jpg,-0.9037018607301281
Image1684,1,..\Images\Image1684.jpg,0.324359281721603
Image1686,0,..\Images\Image1686.jpg,1.1876793884615637
Image1687,0,..\Images\Image1687.jpg,-0.4646172972983931
Image1688,0,..\Images\Image1688.jpg,0.2011596558728393
Image1691,0,..\Images\Image1691.jpg,0.5866938014752747
Image1692,0,..\Images\Image1692.jpg,-0.47490365662252443
Image1694,0,..\Images\Image1694.jpg,-1.3459796802467485
Image1695,0,..\Images\Image1695.jpg,0.12637957954641182
Image1696,0,..\Images\Image1696.jpg,1.9389289990582848
Image1697,0,..\Images\Image1697.jpg,-1.0003313246055747
Image1698,1,..\Images\Image1698.jpg,-0.6777449705248515
Image1699,1,..\Images\Image1699.jpg,0.513907849658915
Image1700,1,..\Images\Image1700.jpg,0.17958178193959795
Image1702,1,..\Images\Image1702.jpg,0.4891871301476635
Image1704,1,..\Images\Image1704.jpg,1.1096998419562232
Image1705,1,..\Images\Image1705.jpg,0.40981865692851255
Image1706,1,..\Images\Image1706.jpg,-0.24125765461854246
Image1708,1,..\Images\Image1708.jpg,1.8998819348952156
Image1709,1,..\Images\Image1709.jpg,-0.13263374638257355
Image1711,0,..\Images\Image1711.jpg,1.1070806692869728
Image1713,0,..\Images\Image1713.jpg,-2.172669546014036
Image1715,0,..\Images\Image1715.jpg,-0.5353281859539227
Image1716,0,..\Images\Image1716.jpg,-0.09053328230416077
Image1717,1,..\Images\Image1717.jpg,0.33198033056901455
Image1718,1,..\Images\Image1718.jpg,0.1904996797790664
Image1719,0,..\Images\Image1719.jpg,0.7094518171390395
Image1720,0,..\Images\Image1720.jpg,-0.43548637056984335
Image1721,0,..\Images\Image1721.jpg,0.5131057981760827
Image1722,0,..\Images\Image1722.jpg,-0.2595466775839172
Image1723,0,..\Images\Image1723.jpg,0.738810480887503
Image1724,1,..\Images\Image1724.jpg,0.6153674840130534
Image1726,0,..\Images\Image1726.jpg,1.0859821161750323
Image1727,0,..\Images\Image1727.jpg,-0.535963445114048
Image1728,1,..\Images\Image1728.jpg,0.8080577982811451
Image1729,0,..\Images\Image1729.jpg,0.36728731340134063
Image1730,0,..\Images\Image1730.jpg,1.8381836767951225
Image1731,0,..\Images\Image1731.jpg,-0.22346598237185214
Image1732,1,..\Images\Image1732.jpg,-0.3493167961181975
Image1734,0,..\Images\Image1734.jpg,-0.30317978283427544
Image1735,0,..\Images\Image1735.jpg,0.7999419019420501
Image1736,0,..\Images\Image1736.jpg,-1.616310608436588
Image1737,0,..\Images\Image1737.jpg,-1.053682419146354
Image1738,0,..\Images\Image1738.jpg,-1.067802921579193
Image1739,0,..\Images\Image1739.jpg,0.9503075919735757
Image1740,0,..\Images\Image1740.jpg,1.7106133725819253
Image1741,1,..\Images\Image1741.jpg,-0.1044492185374715
Image1742,1,..\Images\Image1742.jpg,-0.16882172319001063
Image1743,1,..\Images\Image1743.jpg,0.07005216311318138
Image1745,0,..\Images\Image1745.jpg,-0.9273531341905741
Image1748,0,..\Images\Image1748.jpg,0.5010941699398452
Image1749,1,..\Images\Image1749.jpg,0.1895816165987434
Image1750,0,..\Images\Image1750.jpg,1.0010460925671412
Image1752,0,..\Images\Image1752.jpg,0.6778753195309076
Image1753,0,..\Images\Image1753.jpg,-0.6540756831274238
Image1754,0,..\Images\Image1754.jpg,-1.830632896856457
Image1756,0,..\Images\Image1756.jpg,1.3736585451629577
Image1758,1,..\Images\Image1758.jpg,0.9528745472029388
Image1759,1,..\Images\Image1759.jpg,1.6122782579886454
Image1760,1,..\Images\Image1760.jpg,1.3149144535840473
Image1761,1,..\Images\Image1761.jpg,1.639964529371393
Image1762,1,..\Images\Image1762.jpg,0.7421274910718922
Image1763,0,..\Images\Image1763.jpg,0.0754336389015928
Image1765,1,..\Images\Image1765.jpg,-0.24606248812994858
Image1767,0,..\Images\Image1767.jpg,2.1709427174978138
Image1769,1,..\Images\Image1769.jpg,0.12320480678448567
Image1772,1,..\Images\Image1772.jpg,1.695051040430753
Image1773,1,..\Images\Image1773.jpg,-0.622649361734452
Image1774,1,..\Images\Image1774.jpg,0.1946074552372427
Image1775,1,..\Images\Image1775.jpg,-0.7424705856980482
Image1777,1,..\Images\Image1777.jpg,-0.6117690909052854
Image1778,1,..\Images\Image1778.jpg,-0.03703679704841202
Image1779,0,..\Images\Image1779.jpg,-0.42930222451725997
Image1782,0,..\Images\Image1782.jpg,-0.08310557262869477
Image1783,0,..\Images\Image1783.jpg,-1.5047203740310022
Image1784,0,..\Images\Image1784.jpg,0.7600559636896026
Image1785,1,..\Images\Image1785.jpg,0.08243975293450329
Image1786,0,..\Images\Image1786.jpg,-1.4575514994649306
Image1787,0,..\Images\Image1787.jpg,-0.30920907704986345
Image1788,1,..\Images\Image1788.jpg,-0.7521564055905832
Image1789,0,..\Images\Image1789.jpg,0.31917451041918043
Image1790,0,..\Images\Image1790.jpg,1.3404504460231446
Image1791,0,..\Images\Image1791.jpg,-1.8751724696457446
Image1792,1,..\Images\Image1792.jpg,0.11502607914741717
Image1793,1,..\Images\Image1793.jpg,-0.1601327955666404
Image1794,0,..\Images\Image1794.jpg,0.6713400764504657
Image1795,0,..\Images\Image1795.jpg,0.21319662823768915
Image1796,0,..\Images\Image1796.jpg,-0.7519693317388191
